STT,SMILES,CID,AVG_IC50_uM,FIRST_LABEL,FINAL_LABEL,DUPLICATE_COUNTS
246,CCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H](C)C4=C(NC5=C4C=C(C=C5)O)C,155907156,1.40675,Active,Inactive,4
415,C1=CC=C(C=C1)NC(=O)N(CCCCO)CC2=CC=C(C=C2)C(=O)NO,145971506,0.268,Active,Active,1
769,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCC(=O)NO,156018870,0.0,Inactive,Inactive,1
759,C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,759408,6.55,Active,Inactive,2
762,C1=CC=C(C=C1)CCCC(=O)NO,279980,0.6,Active,Active,1
769,CC(C)[C@@H](C(=O)NC1=CC=CC=C1)NS(=O)(=O)C2=CC=CC(=C2)C(=O)NO,145970091,,Unspecified,Inactive,2
129,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)NCCCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162656162,1.2,Active,Inactive,1
637,C1=CC=C(C(=C1)N)NC(=O)CCCCCCC2=NC(=NO2)C3=CC=CS3,46203950,2.87,Active,Inactive,1
402,CCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC=C3C(=C2)C4=CC=CC=C4N3,145980924,2.82,Active,Inactive,1
769,COC(=O)[C@H](CC1=CC=CC=C1)N2C(=C(N=N2)C3=CC=CC=C3)C#CC4=CC=CC=C4,6917365,0.0,Inactive,Inactive,1
764,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,5311,0.221521489361702,Active,Active,94
735,COC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CS4)N)OC,11167060,0.08,Active,Active,1
769,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NO,137487425,,Unspecified,Inactive,1
219,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNCC4=CC=C(C=C4)/C=C/C(=O)NO,156014407,6.62,Active,Inactive,1
641,COC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NC3=CC=CC=C3N,46203618,3.85,Active,Inactive,1
769,CN(C)C1=CC2=C(C=C1)C3=NCCCN3C(=S)S2,135367789,,Unspecified,Inactive,1
746,CC(C)C(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,6918801,0.044,Active,Active,1
769,CCN1C(=NN=C1SCCCCCC(=O)NC2=CC=CC=C2N)C3=CC=NC=C3,164610004,,Unspecified,Inactive,1
769,C1=CC=C(C=C1)CC(CCCC(=O)NC2=CC=CC=C2)CCC(=O)NO,134283800,,Unspecified,Inactive,1
624,COC1=CC=CC(=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3,46887438,2.35,Active,Inactive,2
769,CC1=C(N(C2=CC=CC=C12)CC3=CC=C(C=C3)C(=O)NO)C,60164619,,Unspecified,Inactive,1
754,COC1=CC=C(C=C1)NC(=O)C=CC2=CN(N=C2C3=CC=C(C=C3)Br)C4=CC=CC=C4,2423676,5.35,Active,Inactive,1
386,C1=CC=C(C=C1)S(=O)(=O)C2=[N+](ON=C2OCCOC3=NC=C(C=C3)COC(=O)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)[O-],145993051,0.37,Active,Active,1
769,C1=CC=C(C=C1)C2=CC=C(C=C2)/C=C/C=C/C(=O)NO,42632614,,Unspecified,Inactive,1
509,CCCCC(CCCC(=O)NO)CCC(=O)NC1=CC=CC=C1,137641520,1.3,Active,Inactive,1
267,C1COCCN1C2=NC(=NC3=C2C=NN3CCCCCCC(=O)NO)C4=CC=C(C=C4)N,155555562,0.0016,Active,Active,1
769,COC1=CC=C(C=C1)NC(=O)[C@H](C2=CC=CC=C2)NS(=O)(=O)C3=CC=CC(=C3)C(=O)NO,145978533,,Unspecified,Inactive,1
441,C1C(C1NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)C4=CC=CC=C4,145957740,0.413,Active,Active,1
496,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCCCC(=O)NC5=CC=CC=C5N,141504714,5.0,Active,Inactive,1
112,C1=CC=C(C=C1)C2=C(C(=O)N(N2)C3=NC(=CS3)C4=CC=C(C=C4)OCCCC(=O)NO)N=NC5=NC=CS5,162659199,0.6748,Active,Active,1
691,COC1=CC=C(C=C1)COC(CCCCCC(=O)NO)C(=O)NC2=CC=C(C=C2)OC,25066350,0.5,Active,Active,1
232,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCCN(C5)C,156011886,0.0246,Active,Active,1
769,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCC(=O)NO)F,141728843,,Unspecified,Inactive,1
607,COC1=C(C=C(C=C1)S(=O)(=O)N2C=CC3=C2C=CC(=C3)C=CC(=O)NO)OC,53464638,0.0023,Active,Active,1
671,COC(=O)NCC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N,44447194,0.105,Active,Active,1
373,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CC45CCN(CC5)CC(F)(F)F,147105312,0.0098,Active,Active,1
769,COC1=CC=C(C=C1)COC(CCCCCC(=O)NO)C(=O)NC2=CC=CC=C2,25065309,,Unspecified,Inactive,1
769,CN(C)C1=CC2=C(C=C1)C3=NCCN3C(=S)S2,155550827,,Unspecified,Inactive,1
233,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H]4CCC45CCN(CC5)CC,156011619,0.002,Active,Active,1
769,CCCNNC(=O)C1=CC=CC(=C1)CN(CCC2=C(NC3=CC=CC=C32)C)C(=O)OC(C)(C)C,155540719,,Unspecified,Inactive,1
676,C1=CC=C2C(=C1)C=CC=C2NC(=O)CCCCCCCN(C=O)O,44359555,5.9,Active,Inactive,1
317,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CNC5=CC=CC=C54)NC(=O)C6=CC(=CC=C6)C(=O)NO,155529223,1.43,Active,Inactive,1
648,C1=CC(=CC(=C1)[N+](=O)[O-])C2=NOC(=N2)CCCCCCC(=O)NO,46190822,1.56,Active,Inactive,1
410,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCCCCC(=O)NO,145974717,0.017,Active,Active,1
769,CC[C@@H](C1=NC2=CC=CC=C2C(=N1)CCCCC(=O)NO)NC3=NC=NC4=C3NC=N4,142505992,,Unspecified,Inactive,1
709,COC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=C(C=CC(=C3)C4=CC=CS4)O)OC,23648266,0.06,Active,Active,1
358,CC1=CC(=CC(=C1OCCCCCC(=O)NC2=CC=CC=C2N)C)C3=NC4=C(C5=C(S4)CN(CC5)C)C(=O)N3,153534008,0.17,Active,Active,1
258,COC1=CC(=CC(=C1OC)OC)C(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO,155561445,4.995,Active,Inactive,2
744,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=CC=CS3)N,6918878,0.1666666666666667,Active,Active,3
627,CC(=O)C1=CC=C(C=C1)C2=CC(=C(C=C2)N)NC(=O)C3=CC=CC=C3,46887380,4.4,Active,Inactive,2
632,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C3=NC=CS3)N,46887333,3.095,Active,Inactive,2
282,CCCNNC(=O)C1=CC=C(C=C1)NCC2=CC=CC=C2,155546691,0.06748,Active,Active,1
376,CN1CC(C1)C(=O)N[C@@H](CCCCCC(=O)C2=NC=CO2)C3=NC=C(N3)C4=CC=C(C=C4)F,146317609,0.02305,Active,Active,2
384,CCCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC=C3C(=C2)C4=CC=CC=C4N3,145993768,2.69,Active,Inactive,1
224,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCC(=O)NO,156013576,5.96,Active,Inactive,1
769,C1=CC=C(C(=C1)N)NC(=O)CCCCCCC2=NC(=NO2)C3=CC=C(C=C3)C(F)(F)F,46203619,,Unspecified,Inactive,1
769,CCC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,162667926,,Unspecified,Inactive,1
472,C[C@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489312,2.8,Active,Inactive,1
347,CC1=CC(=CC(=C1)SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)C,155513116,0.139,Active,Active,1
505,C1COC2(C3=C(C=CC(=C3)Br)N(C2=O)CCC(=O)NC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC1,137656290,0.026,Active,Active,1
639,C1=CC=C(C(=C1)N)NC(=O)CCCCCCC2=NC(=NO2)C3=CC(=CC=C3)[N+](=O)[O-],46203623,5.19,Active,Inactive,1
769,C1CN2C(=N1)C3=C(C(=CC=C3)Cl)SC2=S,14113325,,Unspecified,Inactive,1
769,C1CN2C(=N1)C3=C(C=CC(=C3)Cl)SC2=S,129104349,,Unspecified,Inactive,1
769,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)C(=O)NO,141504721,,Unspecified,Inactive,1
619,C1C2C(C2NCC3=CC=C(C=C3)Cl)CN1C4=NC=C(C=N4)C(=O)NO,49856931,0.014,Active,Active,1
769,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=CC=C4)NC(=O)C5=CC(=CC=C5)C(=O)NO,155536229,,Unspecified,Inactive,1
645,C1=CSC(=C1)C2=NOC(=N2)CCCCCCC(=O)NO,46190825,0.51,Active,Active,1
769,C1CN=C2C3=C(C=CC=C3Cl)SC(=S)N2C1,155540189,,Unspecified,Inactive,1
556,C1=CC=C(C(=C1)N)NC(=O)CCCCCCC(=O)NC2=CC\3=C(C=C2)NC(=O)/C3=C\C4=CC=CN4,101882857,2.23,Active,Inactive,1
769,COC1=CC=C(C=C1)C2=NOC(=N2)CNCC3=CC=C(C=C3)C(=O)NO,46190554,,Unspecified,Inactive,1
577,C1=CC=C(C=C1)NC(=O)C=CC2=CC(=CC=C2)C(=O)NO,71681069,4.8,Active,Inactive,1
769,C=CCN1C(=NN=C1SCCCCCC(=O)O)C2=CC=NC=C2,164613288,,Unspecified,Inactive,1
85,COC1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)C4CCC(CC4)C(=O)NO,162665376,4.63,Active,Inactive,1
242,CC1=CC(=NO1)C(=O)CCCCC[C@@H](C2=NC=C(N2)C3=CC=CC=C3F)NC(=O)C4CN(C4)C,155925379,0.01038,Active,Active,2
698,COC(CCCCC(=O)NO)C(=O)NC1=CC=CC=C1,25065710,0.5,Active,Active,1
159,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=C(N=CC=C2)OC)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,162651205,1.336666666666667,Active,Inactive,3
524,CCOC1=CC(=CC2=C1OCC(=C2)[N+](=O)[O-])NC(=O)CCCCNC(=O)C(CC3=CC=CC=C3)N,132576546,2.915,Active,Inactive,1
35,C1=CC=C(C=C1)CC2C(=O)N(C(=O)N2CC3=CC=CC=N3)CC4=CC=C(C=C4)C(=O)NO,164611457,5.081,Active,Inactive,2
540,C1=CC=C(C(=C1)C2=NOC(=N2)CNCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)Cl,118735155,0.32,Active,Active,1
170,COC1=CC=CC(=C1F)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO,162643829,0.006,Active,Active,1
654,C1=CC(=CC=C1CNCC2=NC(=NO2)C3=CC=C(C=C3)[N+](=O)[O-])C(=O)NO,46190609,9.23,Active,Inactive,1
769,C1=CC=C(C=C1)[C@@H](C(=O)NC2=CC=C(C=C2)Cl)NS(=O)(=O)C3=CC=CC(=C3)C(=O)NO,145967313,,Unspecified,Inactive,1
769,C1CN=C2C3=C(C=C(C=C3)Cl)SC(=S)N2C1,155531452,,Unspecified,Inactive,1
769,C1CC1C#CC2=C(N=NN2[C@@H](CC3=CC=CC=C3)C(=O)NO)C4=CC=CC=C4,76853213,,Unspecified,Inactive,1
769,C1=CC=C(C=C1)CNC(=O)C2=CC(=CC=C2)C(=O)NO,71680915,,Unspecified,Inactive,1
733,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)C(=O)NO,11514394,0.321,Active,Active,1
95,COC1=CC=CC(=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCC(=O)NO,162663710,0.168,Active,Active,1
563,CC1(CC(=O)NC2=C1C=C(C=C2)C(=O)NCCCCCCC(=O)NO)C,86581005,0.093,Active,Active,1
240,C1COCCC1(C2=CC=C(C=C2)Br)C(=O)NC3=CC=C(C=C3)C(=O)NO,156009684,0.017,Active,Active,1
742,C1=CC=C(C=C1)CNC(=O)C2=CC=C(C=C2)C(=O)NO,9835152,0.381,Active,Active,1
574,C1=CC=C(C=C1)CCNC(=O)CCCC(=O)NO,72734543,0.0035,Active,Active,1
690,CN1C=C(C2=CC=CC=C21)CNCC3CCN(CC3)C4=NC=C(C=N4)C(=O)NO.Cl,25067557,0.0011,Active,Active,1
460,C[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489344,3.4,Active,Inactive,1
553,C1=CC2=C(C=CC(=O)N2)C=C1C(=O)NCCCCCCC(=O)NO,117829458,0.025,Active,Active,1
769,C1=CC=C(C=C1)CC(CCCC(=O)NC2=CC=CC=C2)CCC(=O)NO,134283813,,Unspecified,Inactive,2
206,COC1=NC2=CC=CC=C2C=C1C3=CN=C(N3)[C@H](CCCCCC(=O)C4=CC=NN4)N,156018320,0.7,Active,Active,1
392,CCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC(=CC=C5)OC,145989067,0.23,Active,Active,1
769,C[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)C4CN(C4)C,164614437,,Unspecified,Inactive,2
397,CC1=CC=C(C=C1)C2=NN(C(=C2)C)CC3=CC=C(C=C3)C(=O)NO,145987492,0.041,Active,Active,1
766,C(CCCC(=O)NO)CCC(=O)NO,5173,8.23,Active,Inactive,1
769,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NN4CCCCC4.C(=O)(C(F)(F)F)O,155544603,,Unspecified,Inactive,1
217,C1CCC(CC1)(C2=CC=C(C=C2)C3=CNN=C3)C(=O)NC4=CC=C(C=C4)C(=O)NO,156014913,0.01,Active,Active,1
4,CCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@H](CN)C4=C(NC5=C4C=C(C=C5)OC)C,164627330,2.00525,Active,Inactive,4
768,CC(=O)NC1=CC=C(C=C1)C(=O)NC2=CC=CC=C2N,2746,1.753,Active,Inactive,9
642,CC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NC3=CC=CC=C3N,46203316,0.68,Active,Active,1
769,CC[C@@H](C1=NC2=CC=CC(=C2C(=O)N1C3=CC=CC=C3)CNC4=NC=C(C=N4)C(=O)NO)NC5=NC=NC6=C5NC=N6,142506225,,Unspecified,Inactive,1
612,C1=C(C=C(C=C1CN2C=C(C=N2)NC(=O)CCCCCCC(=O)NO)N=[N+]=[N-])CN=[N+]=[N-],53361474,1.0,Active,Inactive,1
738,C1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)C(=O)NO,9965621,0.607,Active,Active,1
546,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNCC3=NC(=NO3)C4=CC=C(C=C4)C(F)(F)F,118735149,5.93,Active,Inactive,1
725,C[C@@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,13507024,0.016,Active,Active,1
683,C1=CSC(=C1)C2=CC=C(C=C2)/C=C/C(=O)NO,42630932,0.45,Active,Active,1
98,CC1=CC(=CC(=C1OCCCCCC(=O)NO)C)C2=NC3=C(C(=CC(=C3)OC)OC)C(=N2)N4CCN(CC4)C,162663441,0.09732,Active,Active,1
769,COC1=CC=CC(=C1O)C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,162672568,,Unspecified,Inactive,2
727,C/C=C\1/C(=O)N[C@H](C(=O)O[C@@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C,11947684,0.001,Active,Active,1
573,CCOC(=O)NCCCC(=O)NCCC1=CC=CC=C1,72946782,0.0001155,Active,Active,2
406,CCN(CC1=CC=NC=C1)C(=S)SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N,145978932,0.9,Active,Active,1
502,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCC(=O)NO)Cl,138377596,0.061,Active,Active,2
47,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=C(C=C(C=C2)F)F)C#N)NC(=O)[C@H]3CC34CCN(CC4)C,162676078,0.8826666666666666,Active,Active,3
32,CC1=CN=C(C=C1)NC(=O)C2=CC3=C(C=C2)SC4=CC=CC=C4N3CC5=CC=C(C=C5)C(=O)NO,164613147,0.08,Active,Active,1
769,CCN1C(=NN=C1SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)C4=CC=NC=C4,164627790,,Unspecified,Inactive,1
769,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)CNC(=O)/C=C/C3=CN=CC=C3,155546207,,Unspecified,Inactive,1
200,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CCC45CCN(CC5)CC,156019746,0.0092,Active,Active,1
134,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)CN(C)C,162655376,1.785333333333333,Active,Inactive,3
27,C=CCN1C(=NN=C1SCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)C4=CC=NC=C4,164615117,1.28,Active,Inactive,1
769,C1=CC=C(C=C1)NC(=O)CNS(=O)(=O)C2=CC=CC(=C2)C(=O)NO,145975187,,Unspecified,Inactive,2
230,CN(C)S(=O)(=O)C1=CC=C(C2=NON=C12)NCCCCCC(=O)NO,156012347,0.281,Active,Active,2
489,C1=CC(=CC(=C1)Cl)NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCC(=O)NO,141728827,0.004,Active,Active,1
769,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNC(=O)CCCCCCC(=O)NO,156011963,0.0,Inactive,Inactive,1
378,C1=CC=C(C(=C1)C2=CN=C(N2)[C@H](CCCCCC(=O)C3=NOC=C3)N)F,146317418,0.09325,Active,Active,2
288,B1(O[C@@H]2[C@@H]3C[C@@H](C3(C)C)C[C@@]2(O1)C)[C@H](CC(C)C)NC(=O)CNC(=O)C4=CC=C(C=C4)/C=C/C(=O)NO,155545511,0.0914,Active,Active,1
418,C1=CC(=CC=C1C2=NNC(=C2)C(=O)NCCCCCC(=O)NO)F,145970171,0.042,Active,Active,1
674,C1=CC=C2C=C(C=CC2=C1)C(=O)NCCCCCN(C=O)O,44359681,1.4,Active,Inactive,1
391,CC1=CC=C(C=C1)C2=NN(C(=C2)C(F)(F)F)CCC3=CC=C(C=C3)C(=O)NO,145989487,0.549,Active,Active,1
592,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)[N+](=O)[O-])C=CC(=O)NC4=CC=C(C=C4)Cl,70686231,0.57,Active,Active,1
498,CC(CCCC(=O)NC1=CC=CC=C1)CCC(=O)NO,140846804,3.3,Active,Inactive,1
138,CCC(=O)CCCCC[C@@H](C1=C(N=C(N1)C2=CC=C(C=C2)F)C#N)NC(=O)C3CN(C3)C,162654809,1.250666666666667,Active,Inactive,3
62,C1=CC(=CC(=C1)Cl)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO,162671591,0.004,Active,Active,1
471,CC[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489313,4.8,Active,Inactive,1
647,CC1=CC=C(C=C1)C2=NOC(=N2)CCCCCCC(=O)NO,46190823,2.78,Active,Inactive,1
128,C1=CC=C2C(=C1)C(=C3C=C(C=CC3=N2)F)NC4=CC=C(C=C4)C(=O)NO,162656473,0.25,Active,Active,1
769,C=CCOC(CCCCCCC(=O)NO)C(=O)NC1=CC=CC=C1,25066353,,Unspecified,Inactive,1
520,CC(C)[C@H](C1=CC=CC=C1)C(=O)NC2=CN=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,137353123,1.1,Active,Inactive,1
769,C1CN=C2C3=C(C=CC=C3SC(=S)N2C1)F,155546325,,Unspecified,Inactive,1
769,C1=CC=C(C=C1)CCC(=O)NCCCCCN(C=O)O,44359548,,Unspecified,Inactive,1
64,C1=CC=C(C(=C1)C2=CC3=C(C=C2)C(=NN3)NC(=O)CCCCCCC(=O)NO)Cl,162671485,0.0052,Active,Active,1
769,C1=CC=C2C=C(C=CC2=C1)C3=CN=C(N3)[C@H](CCCCNC(=O)C4=CC=CC=C4C#N)NC(=O)C5=CN=CS5,162653743,,Unspecified,Inactive,1
14,C=CCN1C(=NN=C1SCCCCCC(=O)NC2=CC=CC=C2N)C3=CC=NC=C3,164621002,1.4,Active,Inactive,1
156,COC1=CC=C(C=C1)S(=O)(=O)NC2=CC=CC=C2NCC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,162651670,1.47,Active,Inactive,1
40,C1=CNC2=NC=C(C=C21)C3=NN(C4=NC=NC(=C34)N)CCCCCCCCC(=O)NO,164609349,0.024,Active,Active,1
492,C1=CC(=CC=C1NC2=NC(=NC=C2Cl)NC3=CN(N=C3)CCCCCCC(=O)NO)F,141728813,0.003,Active,Active,1
379,C1=CC=C(C(=C1)C2=CN=C(N2)[C@H](CCCCCC(=O)C3=COC=N3)N)F,146317396,0.74,Active,Active,1
187,C1=CC=C2C(=C1)C(=C(N2)C3=C(N(C4=C3C=CC=C4Cl)CC5=CC=C(C=C5)C(=O)NO)O)N=O,156901831,0.088,Active,Active,1
763,C1=CC=C(C=C1)C(=O)NO,10313,7.91,Active,Inactive,1
216,C1CCC(C1)(C2=CN=C(N2)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)C(=O)NO,156015352,0.021,Active,Active,1
769,CCN1C(=NN=C1SCCCCCC(=O)O)C2=CC=NC=C2,164616422,,Unspecified,Inactive,1
52,COC1=CC=C(C=C1)CNC2=C3C=CN(C3=NC(=N2)N)CC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N,162674252,0.407,Active,Active,1
769,CC1=C2C=CC(=CC2=NN1C)N(C)C3=NC(=NC=C3)NC4=CC=C(C=C4)C(=O)NCCC(=O)NO,145970971,,Unspecified,Inactive,1
337,CC1=CC(=C(C(=C1)C)NC(=O)NOCC2=CC=C(C=C2)/C=C/C(=O)NO)C,155517042,3.25,Active,Inactive,2
748,CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)CC,6918328,0.001,Active,Active,1
719,COC1=CC=C(C=C1)C2=CC=C(C=C2)/C=C/C(=O)NO,15986509,1.16,Active,Inactive,1
724,COC1=C(C=C(C=C1)NCC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)OC,15984110,0.5,Active,Active,1
295,C1=CC=C2C(=C1)C=CN=C2C(=O)NOCC3=CC=C(C=C3)/C=C/C(=O)NO,155543375,3.23,Active,Inactive,2
701,CC1=C(C2=C(N1)C=CC(=C2)OC)CC(=O)NC(CCCCCC(=O)C)C3=NC=C(N3)C4=CC=CC=C4,24853793,0.11,Active,Active,2
251,C1=CC=C(C=C1)CNC(=O)CN(CCCCCC(=O)NC2=CC=CC=C2N)C(=O)C3=CC=CC4=CC=CC=C43,155564587,1.9,Active,Inactive,1
726,C1=CC(=CN=C1)/C=C/C(=O)NCC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,12136798,0.2533333333333334,Active,Active,3
461,C[C@@H](C1=CC=CC=C1)C(=O)NC2=CN=C(C=C2)C(=O)NC3=C(C=C(C=C3)F)N,142489342,2.0,Active,Inactive,1
455,CC1=CC=C(O1)C2=NC3=CC(=C(C=C3C(=C2)NCC4CCC(CC4)C(=O)NO)OC)OCCCN5CCCC5,142495374,0.159,Active,Active,1
769,CCCC(CCC)C(=O)NO,88129,,Unspecified,Inactive,1
769,COC1=CC=CC(=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5)O,162652548,,Unspecified,Inactive,2
769,C1CN2C(=N1)C3=C(C=CC=C3SC2=S)F,155513471,,Unspecified,Inactive,1
269,CC1=C(C(=NO1)C)C2=NC3=C(C4=C(S3)CN(CC4)CC(=O)NO)C(=O)N2,155555451,0.489,Active,Active,1
201,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=CC3=CC=CC=C3N=C2OC)NC(=O)[C@@H]4CC45CCC(CC5)N(C)C,156019655,0.0226,Active,Active,1
161,CCC(=O)CCCCC[C@@H](C1=NC=C(N1)C2=C(N=C(C=C2)C)OC)NC(=O)[C@H]3CC34CCN(CC4)C,162649990,0.0185,Active,Active,2
555,C1=CC=C(C(=C1)N)NC(=O)CCCCC(=O)NC2=CC\3=C(C=C2)NC(=O)/C3=C\C4=CC=CN4,101882858,3.29,Active,Inactive,1
729,C1OC2=C(O1)C=C(C=C2)CN(CCO)CC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N,11690271,3.36,Active,Inactive,1
401,CCCN(CC1=CC=C(C=C1)C(=O)NO)C(=O)C2=NC(=C3C(=C2)C4=CC=CC=C4N3)C5=CC=CC=C5OC,145981665,0.26,Active,Active,1
702,CC1=C(C2=C(N1)C=CC(=C2)OC)CC(=O)NC(CCCCCC(=O)C)C3=NC4=C(N3)C=C(C=C4)Cl,24853792,0.88,Active,Active,1
476,CNC1=NC(=NC=C1C(F)(F)F)NC2=CN(N=C2)CCCCCCC(=O)NO,141728874,0.037,Active,Active,1
769,CNC1=CC=CC=C1C(=O)NCCCC[C@@H](C2=NC=C(N2)C3=CC4=CC=CC=C4C=C3)NC(=O)C5=CN=CS5,162647432,,Unspecified,Inactive,2
769,C1CC2=CC=CC=C2N(C3=C1C=CC(=C3)Cl)CCCNCC4=CC=C(C=C4)C(=O)NO,156012912,0.0,Inactive,Inactive,1
105,COC1=CC(=CC(=C1)CNC2=NC(=NC3=C2C=CN3)NCC4=CC=C(C=C4)C(=O)NC5=CC=CC=C5N)OC,162661379,0.481,Active,Active,1
